,ratio,pvalue,tstat,sigma,MMDXY,MMDXZ,vae1_score,vae2_score,unenc_score,oldlower
63,5.0,9.306075872878705e-12,6.716515501450442,12.642926762160595,0.21774608857578304,0.16725694889525156,0.8732,0.8661,0.9203,-221.37485075102325
64,5.0,1.0427486781098188e-83,19.348823163256643,12.244148756691839,0.2548658136599832,0.10903217861506687,0.8692,0.9031,0.9203,-233.88599141588494
65,5.0,0.14926976305517986,1.0395704187720858,12.226865394020473,0.16811780757410122,0.1599029695631342,0.7983,0.8866,0.9203,-216.39641141847852
66,5.0,8.535733045325206e-05,3.758822836852265,13.415359503348947,0.2524484136106242,0.22554073987394696,0.7775,0.8502,0.9203,-229.87712134072265
67,5.0,6.954239241455607e-33,11.886518133095572,12.886618222390775,0.26095439294018996,0.1636712507916599,0.8761,0.8814,0.9203,-237.13713244836356
68,5.0,8.250035902590421e-46,14.158707624961535,12.468113059338807,0.24865650116230642,0.13624048413287293,0.8622,0.8958,0.9203,-226.66395226011616
69,5.0,8.057377614430816e-21,9.285369172957942,12.485071470373356,0.21919527114473214,0.1465166767912448,0.8642,0.8646,0.9203,-225.7241985249994
70,5.0,6.386162384525917e-39,12.996708463931032,12.011318566239652,0.21737600715497796,0.11999193409670417,0.8072,0.9049,0.9203,-223.44290976059844
71,5.0,2.433080072592039e-25,10.335549316211369,12.967864438753967,0.2578989821446347,0.17979720691832624,0.8142,0.8488,0.9203,-230.01980345924594
72,5.0,0.11024121486075256,1.2252463127456248,13.200212348992649,0.23138101029291203,0.22253238572627543,0.8731,0.8567,0.9203,-224.27621475715668
73,5.0,4.8141118113493466e-21,9.340057037649627,13.003043088506455,0.25639039954738485,0.1880523899068225,0.8798,0.8617,0.9203,-240.0867361195439
74,5.0,1.4001359177980173e-05,4.189129004348153,13.171269753027683,0.23405116466862408,0.2046110337169018,0.8757,0.8591,0.9203,-232.32512275164942
75,5.0,0.008516941267177981,2.385975570764894,12.528677031183651,0.19070151715108885,0.17101982429103157,0.8076,0.8715,0.9203,-218.49265488095537
76,5.0,1.3634584240072524e-60,16.378429942377327,12.580534121051489,0.257207955471345,0.14043533680173492,0.8052,0.8897,0.9203,-239.53061996227177
77,5.0,7.445399772976611e-17,8.257377423082074,12.762957138241912,0.23160070531427668,0.16177086025989396,0.8503,0.8425,0.9203,-211.92363945639883
78,5.0,5.902288795834544e-16,8.006472243961278,13.292310997274683,0.2605754066311665,0.21081531767047312,0.8668,0.7875,0.9203,-238.23049835928504
79,5.0,4.934775181497232e-19,8.836577524732883,13.118589073732075,0.2616508122685116,0.19586225074642827,0.8762,0.8677,0.9203,-238.9540586045807
80,5.0,0.9954613481550553,-2.6091289210271067,12.931906666033147,0.2029016873503885,0.22069466497143886,0.7631,0.8477,0.9203,-221.16746970439814
81,5.0,6.124446876694376e-15,7.71342126077809,12.425688066245385,0.21857248127118745,0.15108905871809464,0.8349,0.8944,0.9203,-217.21676307909755
82,5.0,2.6190853671136557e-32,11.775217678114519,12.376437787592973,0.22562711530288349,0.13505464684772883,0.8543,0.8898,0.9203,-228.72180079093687
83,5.0,2.1102439991396106e-10,6.245647216529836,12.85095197923058,0.2303677909600259,0.1819265245264119,0.8716,0.8667,0.9203,-221.15195154133343
84,5.0,2.7161604230109867e-10,6.206078044442985,13.159152188671158,0.2486814925641302,0.20450009803293323,0.8887,0.8554,0.9203,-229.09466120742394
85,5.0,4.109683510005314e-08,5.362245623076108,12.445750493892923,0.20063604497565646,0.15813049669517176,0.7984,0.8851,0.9203,-221.56991345947608
86,5.0,1.3621499027882123e-23,9.942311835648601,12.923105379827396,0.24955907110355025,0.17267586790325662,0.793,0.8684,0.9203,-236.12089388887162
87,5.0,1.0284081184028868e-15,7.937870677042151,12.83600081485135,0.24220459829748153,0.17704265348500003,0.8448,0.8734,0.9203,-226.40973350761604
88,5.0,6.729154981939237e-05,3.8179171558481397,12.815378322997152,0.2121175760807198,0.18276619720999476,0.8762,0.8494,0.9203,-221.94248260078368
89,5.0,5.130269443062441e-15,7.7359852127126745,13.166998866667189,0.25393005474994956,0.1960779128659823,0.8822,0.8609,0.9203,-230.27190240108663
90,5.0,1.0,-10.000930393344557,13.089057772713112,0.18736684999442754,0.2475949974946079,0.7522,0.848,0.9203,-224.6736120890663
91,5.0,3.575663914877262e-15,7.781776232640327,12.84992040520985,0.2317498323724374,0.17260247335690881,0.8284,0.8474,0.9203,-230.9835038054923
92,5.0,1.8613157366355197e-15,7.863930833798213,12.826611865439268,0.2400155842747308,0.175061946663005,0.834,0.8569,0.9203,-216.9950724859793
93,5.0,0.00014741078356940185,3.6198081124310835,13.066542531908851,0.23133038571801035,0.20530579318491626,0.8726,0.8467,0.9203,-231.69267315872574
94,5.0,1.716328074264115e-11,6.6267037259304455,12.99679764136263,0.24121307437847173,0.19118063280870146,0.8809,0.8821,0.9203,-223.41748502259765
95,5.0,0.9993836977528164,-3.2312259742292633,12.989778689436303,0.20019980390930792,0.22194588827670336,0.7992,0.8546,0.9203,-223.0288946895017
96,5.0,1.3277537594974794e-21,9.47547460767071,13.166464518344243,0.25508593564826787,0.18664180701294197,0.7968,0.8653,0.9203,-235.52084703632158
97,5.0,1.67522284810488e-08,5.522061813135572,12.751017736597188,0.22304266111071291,0.1734653732958642,0.8294,0.8771,0.9203,-222.87746234418165
98,5.0,5.388483344237e-11,6.455629936236002,13.415579563836069,0.2686257389678143,0.230762128352194,0.8633,0.8585,0.9203,-267.10453742765594
99,5.0,1.2556142010032367e-10,6.326291735385687,13.014624337603657,0.23982709447636108,0.1863467229063045,0.8713,0.8648,0.9203,-225.86814149717813
100,5.0,8.58848338390997e-05,3.757280869927194,12.892743459279226,0.21471792544958002,0.18836446302275345,0.7983,0.853,0.9203,-225.68339595673373
101,5.0,2.439556669299865e-23,9.884107228625922,12.745096151302006,0.24251021896057157,0.16433642807080817,0.7253,0.8793,0.9203,-227.3841585684333
102,5.0,8.04538365111179e-27,10.657474435249922,12.78999332201776,0.24718067653130782,0.16186111195964936,0.8414,0.8821,0.9203,-227.23601025822828
103,5.0,2.8645615100281926e-15,7.80977266014354,12.743185238306438,0.2227818373734307,0.16809450328992903,0.8838,0.8874,0.9203,-231.59641824034708
104,5.0,1.905594257091999e-35,12.369726088231099,13.02568505336209,0.2683176477978164,0.17678870470437458,0.8655,0.859,0.9203,-234.85748552903357
105,5.0,0.014168844707303193,2.1925795005705275,12.658522866407418,0.20583180554505753,0.1889959156732801,0.7798,0.8832,0.9203,-218.24125312996895
106,5.0,3.446517595667563e-37,12.687992072690177,12.616178875694676,0.24644760849194347,0.14657953175143812,0.8449,0.88,0.9203,-229.43363242268344
107,5.0,7.811680170266115e-16,7.971915513751218,13.108163399459102,0.25418740795082495,0.18980290658545762,0.8369,0.8558,0.9203,-232.2060380279208
108,5.0,1.89173310118322e-46,14.261839819407525,12.10133912560202,0.22250884920229785,0.11789064413840422,0.8725,0.8845,0.9203,-226.093292051595
109,5.0,1.1973014687508598e-33,12.0326129426598,12.95020560461145,0.25880397471522676,0.17067765652614775,0.8591,0.8701,0.9203,-241.80810942598083
110,5.0,1.7164601575270167e-07,5.09798278381459,12.475603138178407,0.20711056263035432,0.1636082918621985,0.7624,0.8834,0.9203,-217.34960369265892
111,5.0,9.938048710778425e-39,12.962835941097586,12.887598986192287,0.2581739289551632,0.16153968820568587,0.7209,0.8789,0.9203,-235.76614529373532
112,5.0,0.4314695486209115,0.1726340352983802,13.332209207923038,0.23271905898032041,0.2315755988882332,0.8398,0.8378,0.9203,-225.54278457847172
113,5.0,2.32042030745515e-22,9.655896070026827,13.12840243504413,0.25795333293172384,0.19568050870667797,0.8739,0.8698,0.9203,-237.76754275883107
114,5.0,3.191738399605113e-33,11.951407634524154,13.055733255966125,0.27090341928910777,0.18183570621231449,0.882,0.865,0.9203,-259.38181842448313
115,5.0,0.5865847088340492,-0.21876824778966347,12.757347059392833,0.1950368050460708,0.19677036810093718,0.7553,0.8603,0.9203,-220.28101324428854
116,5.0,4.627156546372031e-27,10.70881057681009,12.631197719375734,0.24362988358569326,0.1532309547332661,0.7847,0.8929,0.9203,-223.69353192415264
117,5.0,3.085871519752981e-25,10.312738099384035,12.741403298584927,0.2394304681775672,0.15577872210646293,0.7992,0.8761,0.9203,-226.7408063846164
118,5.0,1.5596456855587555e-14,7.593271033203345,12.632060236467149,0.22458017843248113,0.16466063381645335,0.8587,0.8784,0.9203,-229.95693867385583
119,5.0,6.250010612259682e-54,15.41741947527179,12.716386298892324,0.25848553662793006,0.1508275536610828,0.8829,0.8749,0.9203,-249.3569992404512
120,5.0,0.004739150379484168,2.5943026617421094,12.385811757022047,0.18637270774444092,0.16455754455212346,0.7691,0.8907,0.9203,-220.03464217131057
121,5.0,2.8620866921434714e-37,12.702539328234344,12.560553887859182,0.25148618911084186,0.14118725073179839,0.8348,0.8945,0.9203,-227.2077386482151
122,5.0,2.506804482305034e-26,10.551230585582816,12.682253586633262,0.24410839665933715,0.1581608839723374,0.8465,0.8822,0.9203,-230.01648633698696
123,5.0,9.28293710009204e-08,5.213151905236271,12.705278940201612,0.21347933083173487,0.17141262018264902,0.8752,0.8819,0.9203,-225.20473262796486
124,5.0,6.30548509920142e-10,6.0722763042435615,13.169627924159412,0.24741640585741698,0.2031453152564312,0.8732,0.8704,0.9203,-232.47377107009441
