,ratio,pvalue,tstat,sigma,MMDXY,MMDXZ,vae1_score,vae2_score,unenc_score
0,0.3,5.256133289475206e-37,12.654890032893078,11.453164662398313,0.1849834285285441,0.0800011673378741,0.9222,0.8679,0.9203
1,0.5,0.19667644219114788,0.8535526847358789,12.288054147932975,0.16329555769665705,0.1554213079036625,0.8804,0.8797,0.9203
2,1.0,0.9999815450217353,-4.126017268442474,12.999089508315517,0.1967395478271753,0.2280375695605178,0.8569,0.8636,0.9203
3,2.0,0.999999997534685,-5.849496591533426,12.831471220581355,0.17562739351165424,0.21788605514441495,0.8673,0.8434,0.9203
4,3.3,0.9931020233983442,-2.462532855950367,13.114378277661476,0.20666982551967317,0.22648363856674858,0.8624,0.8467,0.9203
5,5.0,1.0,-9.354530275670482,12.48697007250679,0.14563310607229418,0.2179621001832266,0.857,0.8862,0.9203
6,0.3,3.736172598145266e-13,7.170501638152613,12.210534740727677,0.20192695907776703,0.13950518491861041,0.8882,0.8584,0.9203
7,0.5,0.9976374562970693,-2.825201615596669,12.786173679941934,0.18912103990463758,0.21234600429070427,0.8513,0.8757,0.9203
8,1.0,0.5853488854963314,-0.21559657085270578,12.35870631362791,0.17049284315646107,0.17240550437918922,0.8528,0.885,0.9203
9,2.0,0.999902220365878,-3.7246849852016743,12.71699956236813,0.1786051195217523,0.21184061727879533,0.8559,0.8717,0.9203
10,3.3,0.9999999999999984,-7.8834692286582495,12.716849453222856,0.1639558668490536,0.23097720643346664,0.8344,0.8643,0.9203
11,5.0,0.9999975741951788,-4.5711041924943085,12.36334866734645,0.16123107296056594,0.20018972000934676,0.8485,0.8861,0.9203
12,0.3,8.924638785730629e-26,10.431266678677545,11.945296797926195,0.2018580487559627,0.11200598504670922,0.9157,0.8589,0.9203
13,0.5,0.999689069116797,-3.421895643259784,12.555558993681306,0.1698009655626882,0.20293686325474503,0.8758,0.8792,0.9203
14,1.0,0.9934637980622517,-2.4817906857863226,12.17350501615209,0.15612573663778784,0.18042972971932725,0.8833,0.8893,0.9203
15,2.0,1.0,-11.457885487432646,12.469123041371825,0.13713585110805337,0.23352683519293838,0.8595,0.8953,0.9203
16,3.3,0.999999999990409,-6.712117995289766,12.997210611389727,0.18447887710479072,0.23615379191223396,0.8652,0.8651,0.9203
17,5.0,1.0,-13.138594389358373,12.977945415067461,0.1658102169353829,0.2636389732594071,0.838,0.8928,0.9203
18,0.3,2.689053056720417e-118,23.093526997895527,11.207826902064445,0.19936811125892206,0.037555572846599716,0.9258,0.8523,0.9203
19,0.5,0.8358014739282216,-0.9773476870229609,12.697963393439935,0.18690442947359476,0.1953343845424378,0.858,0.8913,0.9203
20,1.0,0.9470979912045803,-1.6173441340390986,11.595790186771488,0.1333812486254442,0.14743764606191778,0.8833,0.898,0.9203
21,2.0,0.9999382809952221,-3.8391957086616952,12.637517736660591,0.17306139543232546,0.20447625904371214,0.8498,0.8636,0.9203
22,3.3,0.995796478316735,-2.6352697829762337,12.960562761734849,0.20306360139807378,0.22301117970355122,0.8749,0.8598,0.9203
23,5.0,0.9999998146581586,-5.0834277176368525,13.150624453769101,0.20439838858814485,0.24322425380954582,0.8584,0.8617,0.9203
